account_id,date,type,operation,amount,balance,k_symbol,bank,account
1067,1998-12-24,EXPENSE,WITHDRAWAL,40900.0,71606.1,UNKNOWN,,
1064,1998-12-24,EXPENSE,WITHDRAWAL,2000.0,24363.0,UNKNOWN,,
3966,1998-12-24,EXPENSE,WITHDRAWAL,1000.0,26633.8,UNKNOWN,,
3970,1998-12-24,WITHDRAWAL,WITHDRAWAL,14547.0,55389.0,UNKNOWN,,
3236,1998-12-24,EXPENSE,WITHDRAWAL,2800.0,17256.6,UNKNOWN,,
2564,1998-12-24,EXPENSE,WITHDRAWAL,1120.0,43114.0,UNKNOWN,,
3874,1998-12-24,EXPENSE,WITHDRAWAL,3360.0,53712.8,UNKNOWN,,
3876,1998-12-24,INCOME,DEPOSIT,49936.0,65735.5,UNKNOWN,,
4332,1998-12-24,EXPENSE,WITHDRAWAL,6300.0,37528.0,UNKNOWN,,
4354,1998-12-24,EXPENSE,WITHDRAWAL,5400.0,71751.8,UNKNOWN,,
8153,1998-12-24,EXPENSE,WITHDRAWAL,11400.0,44938.9,UNKNOWN,,
8129,1998-12-24,EXPENSE,CARD WITHDRAWAL,1300.0,58246.3,UNKNOWN,,0.0
8127,1998-12-24,INCOME,DEPOSIT,36269.0,101649.8,UNKNOWN,,
1122,1998-12-24,EXPENSE,WITHDRAWAL,14700.0,13152.0,UNKNOWN,,
1263,1998-12-24,EXPENSE,WITHDRAWAL,1800.0,73316.4,UNKNOWN,,
896,1998-12-24,EXPENSE,WITHDRAWAL,1200.0,15066.1,UNKNOWN,,
912,1998-12-24,EXPENSE,WITHDRAWAL,570.0,18618.0,UNKNOWN,,
3778,1998-12-24,EXPENSE,CARD WITHDRAWAL,2200.0,100162.2,UNKNOWN,,0.0
2600,1998-12-24,INCOME,DEPOSIT,14805.0,83907.7,UNKNOWN,,
2612,1998-12-24,EXPENSE,WITHDRAWAL,8100.0,38095.5,UNKNOWN,,
2844,1998-12-24,EXPENSE,WITHDRAWAL,2080.0,87832.8,UNKNOWN,,
2845,1998-12-24,EXPENSE,WITHDRAWAL,4400.0,50496.6,UNKNOWN,,
3664,1998-12-24,WITHDRAWAL,WITHDRAWAL,14018.0,73037.6,UNKNOWN,,
3665,1998-12-24,EXPENSE,WITHDRAWAL,2100.0,26418.2,UNKNOWN,,
2489,1998-12-24,EXPENSE,WITHDRAWAL,650.0,28545.6,UNKNOWN,,
2419,1998-12-24,WITHDRAWAL,WITHDRAWAL,7617.0,85292.2,UNKNOWN,,
2409,1998-12-24,EXPENSE,CARD WITHDRAWAL,2600.0,70122.8,UNKNOWN,,0.0
2742,1998-12-24,EXPENSE,CARD WITHDRAWAL,800.0,36015.8,UNKNOWN,,0.0
1919,1998-12-24,EXPENSE,CARD WITHDRAWAL,1400.0,107202.7,UNKNOWN,,0.0
1920,1998-12-24,INCOME,DEPOSIT,2500.0,66226.1,UNKNOWN,,
2032,1998-12-24,EXPENSE,WITHDRAWAL,4480.0,14950.3,UNKNOWN,,
4533,1998-12-24,INCOME,DEPOSIT,17323.0,87776.6,UNKNOWN,,
5442,1998-12-24,EXPENSE,WITHDRAWAL,6600.0,60185.1,UNKNOWN,,
8041,1998-12-24,INCOME,DEPOSIT,6807.0,86035.9,UNKNOWN,,
3100,1998-12-24,EXPENSE,WITHDRAWAL,5760.0,18423.7,UNKNOWN,,
3098,1998-12-24,EXPENSE,WITHDRAWAL,2720.0,32864.2,UNKNOWN,,
3374,1998-12-24,INCOME,DEPOSIT,27324.0,43153.5,UNKNOWN,,
3381,1998-12-24,EXPENSE,WITHDRAWAL,4680.0,29197.0,UNKNOWN,,
4116,1998-12-24,INCOME,DEPOSIT,29112.0,93089.8,UNKNOWN,,
4128,1998-12-24,INCOME,DEPOSIT,47606.0,66746.7,UNKNOWN,,
4105,1998-12-24,EXPENSE,CARD WITHDRAWAL,1200.0,48385.1,UNKNOWN,,0.0
2790,1998-12-24,EXPENSE,WITHDRAWAL,2700.0,62077.2,UNKNOWN,,
2782,1998-12-24,EXPENSE,WITHDRAWAL,6000.0,55797.8,UNKNOWN,,
1659,1998-12-24,EXPENSE,WITHDRAWAL,550.0,36324.4,UNKNOWN,,
1660,1998-12-24,INCOME,DEPOSIT,21303.0,106590.4,UNKNOWN,,
2768,1998-12-24,EXPENSE,WITHDRAWAL,750.0,44052.6,UNKNOWN,,
1291,1998-12-24,EXPENSE,WITHDRAWAL,1300.0,22792.0,UNKNOWN,,
1296,1998-12-24,EXPENSE,WITHDRAWAL,720.0,34917.5,UNKNOWN,,
3706,1998-12-24,EXPENSE,WITHDRAWAL,3840.0,34141.6,UNKNOWN,,
3718,1998-12-24,EXPENSE,WITHDRAWAL,510.0,41599.5,UNKNOWN,,
3704,1998-12-24,EXPENSE,WITHDRAWAL,3000.0,43690.3,UNKNOWN,,
4386,1998-12-24,WITHDRAWAL,WITHDRAWAL,23982.0,29691.8,UNKNOWN,,
4386,1998-12-24,EXPENSE,WITHDRAWAL,5900.0,23791.8,UNKNOWN,,
567,1998-12-24,EXPENSE,WITHDRAWAL,1100.0,53013.5,UNKNOWN,,
717,1998-12-24,EXPENSE,WITHDRAWAL,15500.0,30131.3,UNKNOWN,,
1279,1998-12-24,EXPENSE,WITHDRAWAL,700.0,15064.5,UNKNOWN,,
1268,1998-12-24,EXPENSE,WITHDRAWAL,150.0,34973.2,UNKNOWN,,
525,1998-12-24,WITHDRAWAL,WITHDRAWAL,7630.0,64993.3,UNKNOWN,,
539,1998-12-24,EXPENSE,CARD WITHDRAWAL,1800.0,15472.6,UNKNOWN,,0.0
547,1998-12-24,EXPENSE,WITHDRAWAL,180.0,17371.4,UNKNOWN,,
3401,1998-12-24,WITHDRAWAL,WITHDRAWAL,9480.0,23644.2,UNKNOWN,,
3412,1998-12-24,EXPENSE,WITHDRAWAL,1200.0,17013.6,UNKNOWN,,
8713,1998-12-24,WITHDRAWAL,WITHDRAWAL,21528.0,14507.9,UNKNOWN,,
3197,1998-12-24,EXPENSE,WITHDRAWAL,480.0,27813.9,UNKNOWN,,
3184,1998-12-24,EXPENSE,WITHDRAWAL,750.0,27359.6,UNKNOWN,,
3368,1998-12-24,EXPENSE,WITHDRAWAL,960.0,99488.5,UNKNOWN,,
3726,1998-12-24,EXPENSE,WITHDRAWAL,5400.0,39482.8,UNKNOWN,,
3732,1998-12-24,EXPENSE,WITHDRAWAL,1520.0,26690.8,UNKNOWN,,
3728,1998-12-24,EXPENSE,WITHDRAWAL,8700.0,30139.2,UNKNOWN,,
256,1998-12-24,EXPENSE,WITHDRAWAL,31800.0,16915.9,UNKNOWN,,
260,1998-12-24,EXPENSE,WITHDRAWAL,4640.0,44587.8,UNKNOWN,,
375,1998-12-24,EXPENSE,WITHDRAWAL,3300.0,18604.9,UNKNOWN,,
218,1998-12-24,EXPENSE,WITHDRAWAL,1500.0,25330.5,UNKNOWN,,
223,1998-12-24,EXPENSE,CARD WITHDRAWAL,2800.0,28257.1,UNKNOWN,,0.0
1780,1998-12-24,EXPENSE,CARD WITHDRAWAL,1100.0,96186.8,UNKNOWN,,0.0
1786,1998-12-24,EXPENSE,CARD WITHDRAWAL,2400.0,79436.3,UNKNOWN,,0.0
2319,1998-12-24,INCOME,DEPOSIT,47849.0,69563.5,UNKNOWN,,
7594,1998-12-24,WITHDRAWAL,WITHDRAWAL,6406.0,33329.9,UNKNOWN,,
7487,1998-12-24,WITHDRAWAL,WITHDRAWAL,6958.0,34554.5,UNKNOWN,,
7606,1998-12-24,INCOME,DEPOSIT,18300.0,43756.7,UNKNOWN,,
7523,1998-12-24,EXPENSE,WITHDRAWAL,4000.0,33285.5,UNKNOWN,,
1591,1998-12-24,EXPENSE,WITHDRAWAL,6900.0,67803.8,UNKNOWN,,
1693,1998-12-24,EXPENSE,WITHDRAWAL,6900.0,43157.5,UNKNOWN,,
2405,1998-12-24,EXPENSE,WITHDRAWAL,2400.0,30597.8,UNKNOWN,,
2383,1998-12-24,EXPENSE,WITHDRAWAL,4640.0,45605.8,UNKNOWN,,
2617,1998-12-24,EXPENSE,WITHDRAWAL,630.0,19281.1,UNKNOWN,,
2625,1998-12-24,EXPENSE,WITHDRAWAL,4200.0,51181.3,UNKNOWN,,
2105,1998-12-24,EXPENSE,WITHDRAWAL,100.0,16676.4,UNKNOWN,,
2116,1998-12-24,INCOME,DEPOSIT,28711.0,55894.0,UNKNOWN,,
2246,1998-12-24,INCOME,DEPOSIT,39921.0,74579.9,UNKNOWN,,
6463,1998-12-24,EXPENSE,WITHDRAWAL,41500.0,69736.7,UNKNOWN,,
7926,1998-12-24,INCOME,DEPOSIT,41050.0,68962.3,UNKNOWN,,
7861,1998-12-24,EXPENSE,CARD WITHDRAWAL,800.0,90028.5,UNKNOWN,,0.0
10257,1998-12-24,INCOME,DEPOSIT,24082.0,57973.4,UNKNOWN,,
10257,1998-12-24,INCOME,DEPOSIT,41792.0,99765.4,UNKNOWN,,
10233,1998-12-24,EXPENSE,WITHDRAWAL,1800.0,26876.1,UNKNOWN,,
3070,1998-12-24,EXPENSE,WITHDRAWAL,4000.0,16845.5,UNKNOWN,,
5228,1998-12-24,INCOME,DEPOSIT,6700.0,43744.0,UNKNOWN,,
5129,1998-12-24,INCOME,DEPOSIT,16661.0,52563.2,UNKNOWN,,
40,1998-12-24,EXPENSE,WITHDRAWAL,1000.0,23606.9,UNKNOWN,,
44,1998-12-24,EXPENSE,WITHDRAWAL,850.0,23745.3,UNKNOWN,,
57,1998-12-24,EXPENSE,WITHDRAWAL,2100.0,62744.1,UNKNOWN,,
58,1998-12-24,EXPENSE,WITHDRAWAL,2960.0,12199.8,UNKNOWN,,
3,1998-12-24,EXPENSE,WITHDRAWAL,2560.0,50886.5,UNKNOWN,,
3019,1998-12-24,EXPENSE,WITHDRAWAL,4800.0,15044.2,UNKNOWN,,
1636,1998-12-24,EXPENSE,WITHDRAWAL,3360.0,76374.5,UNKNOWN,,
1797,1998-12-24,EXPENSE,CARD WITHDRAWAL,1900.0,57884.7,UNKNOWN,,0.0
2091,1998-12-24,EXPENSE,WITHDRAWAL,2900.0,51194.5,UNKNOWN,,
1525,1998-12-24,EXPENSE,WITHDRAWAL,300.0,18373.3,UNKNOWN,,
1512,1998-12-24,EXPENSE,WITHDRAWAL,3960.0,47283.8,UNKNOWN,,
1523,1998-12-24,EXPENSE,WITHDRAWAL,1800.0,20921.1,UNKNOWN,,
1547,1998-12-24,EXPENSE,CARD WITHDRAWAL,4500.0,50713.1,UNKNOWN,,0.0
3694,1998-12-24,EXPENSE,WITHDRAWAL,2100.0,55955.1,UNKNOWN,,
1051,1998-12-24,EXPENSE,WITHDRAWAL,25700.0,23003.0,UNKNOWN,,
1509,1998-12-24,EXPENSE,WITHDRAWAL,10400.0,17014.0,UNKNOWN,,
1500,1998-12-24,EXPENSE,CARD WITHDRAWAL,3400.0,57573.7,UNKNOWN,,0.0
782,1998-12-24,EXPENSE,WITHDRAWAL,22700.0,56326.2,UNKNOWN,,
784,1998-12-24,EXPENSE,WITHDRAWAL,25900.0,26929.0,UNKNOWN,,
786,1998-12-24,EXPENSE,WITHDRAWAL,15600.0,67540.8,UNKNOWN,,
3592,1998-12-24,EXPENSE,WITHDRAWAL,900.0,20993.1,UNKNOWN,,
3591,1998-12-24,WITHDRAWAL,WITHDRAWAL,23258.0,21735.7,UNKNOWN,,
3977,1998-12-24,EXPENSE,WITHDRAWAL,2800.0,17276.3,UNKNOWN,,
3978,1998-12-24,EXPENSE,WITHDRAWAL,500.0,42364.9,UNKNOWN,,
4937,1998-12-24,EXPENSE,WITHDRAWAL,1800.0,66368.5,UNKNOWN,,
9307,1998-12-24,EXPENSE,WITHDRAWAL,2900.0,93105.9,UNKNOWN,,
9241,1998-12-24,EXPENSE,WITHDRAWAL,4800.0,26997.6,UNKNOWN,,
