account_id,date,type,operation,amount,balance,k_symbol,bank,account,closing_cash_balance,opening_cash_balance
5602,1998-12-29,EXPENSE,WITHDRAWAL,4200.0,69335.1,UNKNOWN,,,196564233.00065264,196568433.00065264
10493,1998-12-29,EXPENSE,WITHDRAWAL,8100.0,91383.5,UNKNOWN,,,196556133.00065264,196564233.00065264
1230,1998-12-29,INCOME,DEPOSIT,45235.0,105910.3,UNKNOWN,,,196601368.00065264,196556133.00065264
1485,1998-12-29,EXPENSE,CARD WITHDRAWAL,600.0,108889.4,UNKNOWN,,0.0,196600768.00065264,196601368.00065264
1477,1998-12-29,EXPENSE,WITHDRAWAL,540.0,21630.2,UNKNOWN,,,196600228.00065264,196600768.00065264
2547,1998-12-29,EXPENSE,CARD WITHDRAWAL,2700.0,88945.7,UNKNOWN,,0.0,196597528.00065264,196600228.00065264
2554,1998-12-29,EXPENSE,CARD WITHDRAWAL,2800.0,57990.8,UNKNOWN,,0.0,196594728.00065264,196597528.00065264
3953,1998-12-29,EXPENSE,WITHDRAWAL,1800.0,69758.5,UNKNOWN,,,196592928.00065264,196594728.00065264
3957,1998-12-29,EXPENSE,WITHDRAWAL,6300.0,68512.8,UNKNOWN,,,196586628.00065264,196592928.00065264
3233,1998-12-29,INCOME,DEPOSIT,5671.0,78643.3,UNKNOWN,,,196592299.00065264,196586628.00065264
3222,1998-12-29,EXPENSE,WITHDRAWAL,720.0,20410.1,UNKNOWN,,,196591579.00065264,196592299.00065264
3224,1998-12-29,EXPENSE,WITHDRAWAL,650.0,24052.2,UNKNOWN,,,196590929.00065264,196591579.00065264
3849,1998-12-29,EXPENSE,WITHDRAWAL,3680.0,74368.7,UNKNOWN,,,196587249.00065264,196590929.00065264
2576,1998-12-29,WITHDRAWAL,WITHDRAWAL,3726.0,63494.0,UNKNOWN,,,196583523.00065264,196587249.00065264
2570,1998-12-29,EXPENSE,WITHDRAWAL,450.0,18210.2,UNKNOWN,,,196583073.00065264,196583523.00065264
2689,1998-12-29,EXPENSE,CARD WITHDRAWAL,2900.0,46031.6,UNKNOWN,,0.0,196580173.00065264,196583073.00065264
3882,1998-12-29,EXPENSE,WITHDRAWAL,390.0,33677.3,UNKNOWN,,,196579783.00065264,196580173.00065264
3886,1998-12-29,EXPENSE,WITHDRAWAL,4800.0,35257.8,UNKNOWN,,,196574983.00065264,196579783.00065264
4354,1998-12-29,WITHDRAWAL,WITHDRAWAL,17984.0,53767.8,UNKNOWN,,,196556999.00065264,196574983.00065264
4337,1998-12-29,EXPENSE,WITHDRAWAL,5700.0,53052.2,UNKNOWN,,,196551299.00065264,196556999.00065264
4342,1998-12-29,EXPENSE,WITHDRAWAL,8400.0,62059.4,UNKNOWN,,,196542899.00065264,196551299.00065264
4358,1998-12-29,EXPENSE,WITHDRAWAL,5700.0,90080.0,UNKNOWN,,,196537199.00065264,196542899.00065264
4352,1998-12-29,EXPENSE,CARD WITHDRAWAL,1300.0,64220.4,UNKNOWN,,0.0,196535899.00065264,196537199.00065264
8153,1998-12-29,INCOME,DEPOSIT,34267.0,72605.9,UNKNOWN,,,196570166.00065264,196535899.00065264
2338,1998-12-29,INCOME,DEPOSIT,12009.0,54278.6,UNKNOWN,,,196582175.00065264,196570166.00065264
2599,1998-12-29,INCOME,DEPOSIT,7059.0,124254.6,UNKNOWN,,,196589234.00065264,196582175.00065264
2850,1998-12-29,EXPENSE,WITHDRAWAL,630.0,19065.1,UNKNOWN,,,196588604.00065264,196589234.00065264
3665,1998-12-29,INCOME,DEPOSIT,5730.0,32148.2,UNKNOWN,,,196594334.00065264,196588604.00065264
3654,1998-12-29,EXPENSE,CARD WITHDRAWAL,3700.0,102524.6,UNKNOWN,,0.0,196590634.00065264,196594334.00065264
2357,1998-12-29,EXPENSE,WITHDRAWAL,800.0,38143.2,UNKNOWN,,,196589834.00065264,196590634.00065264
2350,1998-12-29,INCOME,DEPOSIT,37188.0,75726.1,UNKNOWN,,,196627022.00065264,196589834.00065264
2488,1998-12-29,EXPENSE,WITHDRAWAL,600.0,36126.8,UNKNOWN,,,196626422.00065264,196627022.00065264
2482,1998-12-29,EXPENSE,WITHDRAWAL,2400.0,34226.3,UNKNOWN,,,196624022.00065264,196626422.00065264
2493,1998-12-29,EXPENSE,WITHDRAWAL,2240.0,80221.5,UNKNOWN,,,196621782.00065264,196624022.00065264
2158,1998-12-29,EXPENSE,WITHDRAWAL,500.0,30491.4,UNKNOWN,,,196621282.00065264,196621782.00065264
2749,1998-12-29,EXPENSE,WITHDRAWAL,6600.0,98053.7,UNKNOWN,,,196614682.00065264,196621282.00065264
4576,1998-12-29,EXPENSE,WITHDRAWAL,3200.0,53394.0,UNKNOWN,,,196611482.00065264,196614682.00065264
8041,1998-12-29,INCOME,DEPOSIT,37883.0,123918.9,UNKNOWN,,,196649365.00065264,196611482.00065264
8041,1998-12-29,EXPENSE,WITHDRAWAL,22500.0,101418.9,UNKNOWN,,,196626865.00065264,196649365.00065264
2920,1998-12-29,EXPENSE,WITHDRAWAL,3520.0,32924.1,UNKNOWN,,,196623345.00065264,196626865.00065264
2926,1998-12-29,EXPENSE,WITHDRAWAL,3040.0,44067.0,UNKNOWN,,,196620305.00065264,196623345.00065264
3374,1998-12-29,INCOME,DEPOSIT,32101.0,72554.5,UNKNOWN,,,196652406.00065264,196620305.00065264
3389,1998-12-29,EXPENSE,WITHDRAWAL,7800.0,45735.9,UNKNOWN,,,196644606.00065264,196652406.00065264
4131,1998-12-29,WITHDRAWAL,WITHDRAWAL,3808.0,80853.4,UNKNOWN,,,196640798.00065264,196644606.00065264
2800,1998-12-29,EXPENSE,WITHDRAWAL,16200.0,40216.0,UNKNOWN,,,196624598.00065264,196640798.00065264
1443,1998-12-29,EXPENSE,WITHDRAWAL,3500.0,41836.0,UNKNOWN,,,196621098.00065264,196624598.00065264
1445,1998-12-29,EXPENSE,WITHDRAWAL,1280.0,15370.3,UNKNOWN,,,196619818.00065264,196621098.00065264
1646,1998-12-29,WITHDRAWAL,WITHDRAWAL,6251.0,86619.4,UNKNOWN,,,196613567.00065264,196619818.00065264
1659,1998-12-29,EXPENSE,WITHDRAWAL,3440.0,32884.4,UNKNOWN,,,196610127.00065264,196613567.00065264
1294,1998-12-29,EXPENSE,WITHDRAWAL,3720.0,59847.8,UNKNOWN,,,196606407.00065264,196610127.00065264
1288,1998-12-29,EXPENSE,WITHDRAWAL,600.0,24242.0,UNKNOWN,,,196605807.00065264,196606407.00065264
1315,1998-12-29,EXPENSE,WITHDRAWAL,960.0,19946.4,UNKNOWN,,,196604847.00065264,196605807.00065264
1313,1998-12-29,INCOME,DEPOSIT,14523.0,41659.0,UNKNOWN,,,196619370.00065264,196604847.00065264
3504,1998-12-29,EXPENSE,WITHDRAWAL,4400.0,15640.9,UNKNOWN,,,196614970.00065264,196619370.00065264
3705,1998-12-29,EXPENSE,WITHDRAWAL,8400.0,38790.9,UNKNOWN,,,196606570.00065264,196614970.00065264
4386,1998-12-29,EXPENSE,WITHDRAWAL,2100.0,21691.8,UNKNOWN,,,196604470.00065264,196606570.00065264
576,1998-12-29,EXPENSE,WITHDRAWAL,1400.0,35403.5,UNKNOWN,,,196603070.00065264,196604470.00065264
721,1998-12-29,EXPENSE,WITHDRAWAL,270.0,23565.9,UNKNOWN,,,196602800.00065264,196603070.00065264
1286,1998-12-29,EXPENSE,WITHDRAWAL,2100.0,84139.6,UNKNOWN,,,196600700.00065264,196602800.00065264
525,1998-12-29,WITHDRAWAL,WITHDRAWAL,13311.0,98433.3,UNKNOWN,,,196587389.00065264,196600700.00065264
3403,1998-12-29,EXPENSE,WITHDRAWAL,18700.0,107605.1,UNKNOWN,,,196568689.00065264,196587389.00065264
3403,1998-12-29,INCOME,DEPOSIT,22055.0,126305.1,UNKNOWN,,,196590744.00065264,196568689.00065264
8896,1998-12-29,INCOME,DEPOSIT,22044.0,44255.8,UNKNOWN,,,196612788.00065264,196590744.00065264
10105,1998-12-29,INCOME,DEPOSIT,35750.0,94170.5,UNKNOWN,,,196648538.00065264,196612788.00065264
241,1998-12-29,EXPENSE,WITHDRAWAL,450.0,39749.3,UNKNOWN,,,196648088.00065264,196648538.00065264
261,1998-12-29,EXPENSE,WITHDRAWAL,720.0,21395.0,UNKNOWN,,,196647368.00065264,196648088.00065264
210,1998-12-29,EXPENSE,WITHDRAWAL,1200.0,30073.8,UNKNOWN,,,196646168.00065264,196647368.00065264
1783,1998-12-29,EXPENSE,WITHDRAWAL,1440.0,40126.7,UNKNOWN,,,196644728.00065264,196646168.00065264
1781,1998-12-29,EXPENSE,WITHDRAWAL,1800.0,30342.7,UNKNOWN,,,196642928.00065264,196644728.00065264
2317,1998-12-29,EXPENSE,WITHDRAWAL,2640.0,21980.2,UNKNOWN,,,196640288.00065264,196642928.00065264
1601,1998-12-29,EXPENSE,WITHDRAWAL,3680.0,17886.1,UNKNOWN,,,196636608.00065264,196640288.00065264
1598,1998-12-29,EXPENSE,WITHDRAWAL,51200.0,53567.8,UNKNOWN,,,196585408.00065264,196636608.00065264
1598,1998-12-29,INCOME,DEPOSIT,22893.0,104767.8,UNKNOWN,,,196608301.00065264,196585408.00065264
2395,1998-12-29,EXPENSE,WITHDRAWAL,4680.0,41818.7,UNKNOWN,,,196603621.00065264,196608301.00065264
2401,1998-12-29,EXPENSE,WITHDRAWAL,900.0,42098.1,UNKNOWN,,,196602721.00065264,196603621.00065264
2629,1998-12-29,EXPENSE,CARD WITHDRAWAL,3200.0,46638.0,UNKNOWN,,0.0,196599521.00065264,196602721.00065264
2982,1998-12-29,WITHDRAWAL,WITHDRAWAL,2052.0,69641.2,UNKNOWN,,,196597469.00065264,196599521.00065264
2101,1998-12-29,EXPENSE,WITHDRAWAL,690.0,27512.4,UNKNOWN,,,196596779.00065264,196597469.00065264
2114,1998-12-29,EXPENSE,WITHDRAWAL,12300.0,13375.5,UNKNOWN,,,196584479.00065264,196596779.00065264
2245,1998-12-29,EXPENSE,WITHDRAWAL,37100.0,124852.7,UNKNOWN,,,196547379.00065264,196584479.00065264
2245,1998-12-29,INCOME,DEPOSIT,40462.0,161952.7,UNKNOWN,,,196587841.00065264,196547379.00065264
6434,1998-12-29,EXPENSE,WITHDRAWAL,8400.0,38472.2,UNKNOWN,,,196579441.00065264,196587841.00065264
10243,1998-12-29,EXPENSE,CARD WITHDRAWAL,3900.0,45558.4,UNKNOWN,,0.0,196575541.00065264,196579441.00065264
3208,1998-12-29,EXPENSE,WITHDRAWAL,3900.0,22537.3,UNKNOWN,,,196571641.00065264,196575541.00065264
3551,1998-12-29,EXPENSE,WITHDRAWAL,180.0,18224.0,UNKNOWN,,,196571461.00065264,196571641.00065264
59,1998-12-29,EXPENSE,WITHDRAWAL,3360.0,79474.7,UNKNOWN,,,196568101.00065264,196571461.00065264
56,1998-12-29,EXPENSE,WITHDRAWAL,3360.0,57316.8,UNKNOWN,,,196564741.00065264,196568101.00065264
58,1998-12-29,EXPENSE,WITHDRAWAL,1000.0,11199.8,UNKNOWN,,,196563741.00065264,196564741.00065264
2992,1998-12-29,EXPENSE,WITHDRAWAL,3240.0,44237.7,UNKNOWN,,,196560501.00065264,196563741.00065264
3003,1998-12-29,EXPENSE,CARD WITHDRAWAL,1700.0,91403.2,UNKNOWN,,0.0,196558801.00065264,196560501.00065264
1558,1998-12-29,EXPENSE,WITHDRAWAL,1300.0,24081.3,UNKNOWN,,,196557501.00065264,196558801.00065264
3901,1998-12-29,EXPENSE,WITHDRAWAL,1000.0,61528.3,UNKNOWN,,,196556501.00065264,196557501.00065264
933,1998-12-29,EXPENSE,WITHDRAWAL,600.0,31083.1,UNKNOWN,,,196555901.00065264,196556501.00065264
937,1998-12-29,EXPENSE,WITHDRAWAL,700.0,31014.8,UNKNOWN,,,196555201.00065264,196555901.00065264
1507,1998-12-29,EXPENSE,CARD WITHDRAWAL,3500.0,76537.2,UNKNOWN,,0.0,196551701.00065264,196555201.00065264
1494,1998-12-29,EXPENSE,CARD WITHDRAWAL,500.0,79407.7,UNKNOWN,,0.0,196551201.00065264,196551701.00065264
3985,1998-12-29,EXPENSE,WITHDRAWAL,750.0,16829.7,UNKNOWN,,,196550451.00065264,196551201.00065264
4863,1998-12-29,EXPENSE,CARD WITHDRAWAL,1500.0,60593.2,UNKNOWN,,0.0,196548951.00065264,196550451.00065264
9225,1998-12-29,EXPENSE,WITHDRAWAL,5700.0,88229.0,UNKNOWN,,,196543251.00065264,196548951.00065264
1108,1998-12-29,EXPENSE,CARD WITHDRAWAL,1200.0,56192.7,UNKNOWN,,0.0,196542051.00065264,196543251.00065264
1234,1998-12-29,EXPENSE,WITHDRAWAL,550.0,25493.4,UNKNOWN,,,196541501.00065264,196542051.00065264
1378,1998-12-29,EXPENSE,CARD WITHDRAWAL,900.0,99052.0,UNKNOWN,,0.0,196540601.00065264,196541501.00065264
1378,1998-12-29,EXPENSE,CARD WITHDRAWAL,600.0,99952.0,UNKNOWN,,0.0,196540001.00065264,196540601.00065264
2459,1998-12-29,EXPENSE,WITHDRAWAL,1200.0,24509.3,UNKNOWN,,,196538801.00065264,196540001.00065264
971,1998-12-29,EXPENSE,WITHDRAWAL,1440.0,28236.3,UNKNOWN,,,196537361.00065264,196538801.00065264
988,1998-12-29,EXPENSE,WITHDRAWAL,480.0,33064.0,UNKNOWN,,,196536881.00065264,196537361.00065264
3871,1998-12-29,EXPENSE,WITHDRAWAL,500.0,59497.1,UNKNOWN,,,196536381.00065264,196536881.00065264
2710,1998-12-29,EXPENSE,WITHDRAWAL,14700.0,25298.4,UNKNOWN,,,196521681.00065264,196536381.00065264
2720,1998-12-29,EXPENSE,WITHDRAWAL,6900.0,75290.6,UNKNOWN,,,196514781.00065264,196521681.00065264
3748,1998-12-29,EXPENSE,WITHDRAWAL,690.0,16523.8,UNKNOWN,,,196514091.00065264,196514781.00065264
2581,1998-12-29,EXPENSE,CARD WITHDRAWAL,3500.0,95034.9,UNKNOWN,,0.0,196510591.00065264,196514091.00065264
2276,1998-12-29,EXPENSE,WITHDRAWAL,1400.0,50561.2,UNKNOWN,,,196509191.00065264,196510591.00065264
2270,1998-12-29,EXPENSE,WITHDRAWAL,1100.0,21167.5,UNKNOWN,,,196508091.00065264,196509191.00065264
2274,1998-12-29,EXPENSE,WITHDRAWAL,1000.0,48407.2,UNKNOWN,,,196507091.00065264,196508091.00065264
2516,1998-12-29,EXPENSE,WITHDRAWAL,3240.0,46869.7,UNKNOWN,,,196503851.00065264,196507091.00065264
2015,1998-12-29,EXPENSE,WITHDRAWAL,3520.0,24851.6,UNKNOWN,,,196500331.00065264,196503851.00065264
2139,1998-12-29,EXPENSE,WITHDRAWAL,4200.0,43021.4,UNKNOWN,,,196496131.00065264,196500331.00065264
